,et,p,t
675,0.0006697832,0.003131373,6.0018225
676,0.000724617,0.0062671984,7.386468
677,0.0007256373,0.0012293019,7.4869156
678,0.00072104635,0.0,7.456884
679,0.0006341851,0.0,5.3596888
680,0.0007797851,0.006414623,8.931559
681,0.0006289927,0.014883309,5.330093
682,0.0005062117,0.0035496545,1.9305992
683,0.0005165527,0.0012124601,2.2533684
684,0.00046825473,0.002940018,0.8381567
685,0.00048011885,0.006080653,1.2897031
686,0.0005856574,0.003006708,4.5307446
687,0.0006119271,0.0006278837,5.319497
688,0.00043420892,0.0,-0.15836541
689,0.0005262032,0.0,2.9234216
690,0.00060453877,0.0,5.2846723
691,0.0006487938,5.7939564e-05,6.5489874
