"datetime","obs","pcr","res"
1982-09-03,31,129.49168,-98.49168
1982-09-04,25,128.33232,-103.33232
1982-09-05,36,126.26415,-90.26415
1982-09-06,37,144.55617,-107.55617
1982-09-07,26,126.574974,-100.574974
1982-09-08,18,126.921524,-108.921524
1982-09-09,9,125.47735,-116.47735
1982-09-10,10,116.17957,-106.17957
1982-09-11,41,114.80431,-73.80431
1982-09-12,34,113.72169,-79.72169
1982-09-13,28,112.47318,-84.47318
1982-09-14,12,111.19983,-99.19983
1982-09-15,16,109.60156,-93.60156
1982-09-16,13,100.33417,-87.33417
1982-09-17,18,106.517525,-88.517525
1982-09-18,20,97.50059,-77.50059
1982-09-19,36,103.48213,-67.48213
1982-09-20,33,146.77371,-113.77371
1982-09-21,18,314.4967,-296.4967
1982-09-22,38,361.38702,-323.38702
1982-09-23,38,286.3637,-248.3637
1982-09-24,25,195.22467,-170.22467
1982-09-25,35,194.97357,-159.97357
1982-09-26,97,194.04675,-97.04675
1982-09-27,67,193.03961,-126.03961
1982-09-28,22,191.97078,-169.97078
1982-09-29,33,190.82544,-157.82544
1982-09-30,29,190.53925,-161.53925
1982-10-01,32,191.09984,-159.09984
1982-10-02,41,191.33496,-150.33496
1982-10-03,52,191.00465,-139.00465
1982-10-04,36,190.1828,-154.1828
1982-10-05,35,189.31425,-154.31425
1982-10-06,42,293.4314,-251.4314
1982-10-07,161,1076.0282,-915.0282
1982-10-08,634,1026.5096,-392.5096
1982-10-09,422,605.6215,-183.6215
1982-10-10,319,368.8309,-49.8309
1982-10-11,216,390.12708,-174.12708
1982-10-12,339,386.58395,-47.58395
1982-10-13,364,416.34616,-52.34616
1982-10-14,541,443.05844,97.94156
1982-10-15,615,374.76178,240.23822
1982-10-16,600,337.93204,262.06796
1982-10-17,493,290.85532,202.14468
1982-10-18,387,290.684,96.316
1982-10-19,300,290.12912,9.87088
1982-10-20,268,289.41797,-21.41797
1982-10-21,255,288.6715,-33.6715
1982-10-22,249,287.9937,-38.9937
1982-10-23,213,287.46255,-74.46255
1982-10-24,209,287.13843,-78.13843
1982-10-25,219,287.01968,-68.01968
1982-10-26,157,287.0812,-130.0812
1982-10-27,175,287.33432,-112.33432
1982-10-28,138,287.73297,-149.73297
1982-10-29,145,288.25092,-143.25092
1982-10-30,133,288.8785,-155.8785
1982-10-31,137,289.60196,-152.60196
1982-11-01,102,290.3718,-188.3718
1982-11-02,122,307.24725,-185.24725
1982-11-03,105,326.2355,-221.2355
1982-11-04,81,307.88324,-226.88324
1982-11-05,97,329.4924,-232.4924
1982-11-06,93,317.5429,-224.5429
1982-11-07,106,318.66196,-212.66196
1982-11-08,80,351.8922,-271.8922
1982-11-09,100,327.38342,-227.38342
1982-11-10,102,317.79425,-215.79425
1982-11-11,99,318.76736,-219.76736
1982-11-12,103,428.01093,-325.01093
1982-11-13,144,472.41888,-328.41888
1982-11-14,201,435.69348,-234.69348
1982-11-15,214,378.588,-164.588
1982-11-16,226,389.5656,-163.5656
1982-11-17,310,526.91473,-216.91473
1982-11-18,382,511.3835,-129.3835
1982-11-19,505,439.75342,65.24658
1982-11-20,455,435.32236,19.67764
1982-11-21,417,373.59467,43.40533
1982-11-22,370,375.272,-5.27199999999999
1982-11-23,386,371.42313,14.57687
1982-11-24,351,386.0454,-35.0454
1982-11-25,397,372.13657,24.86343
1982-11-26,417,384.24667,32.75333
1982-11-27,513,363.29648,149.70352
1982-11-28,492,390.38528,101.61472
1982-11-29,380,380.65866,-0.658659999999998
1982-11-30,313,390.69467,-77.69467
1982-12-01,320,368.0705,-48.0705
1982-12-02,298,406.07944,-108.07944
1982-12-03,246,387.62524,-141.62524
